"","from","Augur","Digix","Golem"
"4365",1.09961421905679e+48,0,0,2
"4366",1.10026550804735e+48,1,0,0
"4367",1.10034899477966e+48,2,7,5
"4368",1.10047034751965e+48,0,1,0
"4369",1.10052751958309e+48,0,1,0
"4370",1.10057918615336e+48,3,0,0
"4371",1.10074797048241e+48,0,1,0
"4372",1.10087097769419e+48,3,0,0
"4373",1.1011139142725e+48,2,0,0
"4374",1.10130020422546e+48,0,0,1
"4375",1.10145528045006e+48,2,0,0
"4376",1.10173017447334e+48,0,0,6
"4377",1.10178763032319e+48,0,1,0
"4378",1.10212211398341e+48,0,0,1
"4379",1.10280523614814e+48,1,0,0
"4380",1.10294014291242e+48,10,0,0
"4381",1.10313253963228e+48,0,0,1
"4382",1.10316203454505e+48,8,0,0
"4383",1.10366835775602e+48,1,0,0
"4384",1.1036893416455e+48,0,0,2
"4385",1.10374958177967e+48,1,0,0
"4386",1.10383661354037e+48,0,0,7
"4387",1.10389151317873e+48,0,1,0
"4388",1.10389438027391e+48,0,0,1
"4389",1.10414826749567e+48,2,0,0
"4390",1.10420463695687e+48,0,1,0
"4391",1.10474317989302e+48,0,0,3
"4392",1.10481813887302e+48,0,1,0
"4393",1.1052058693137e+48,4,0,0
"4394",1.10537532409416e+48,0,1,0
"4395",1.10541893105282e+48,0,0,4
"4396",1.10580585022847e+48,0,1,0
"4397",1.10591390981299e+48,35,0,0
"4398",1.10613963544918e+48,1,0,0
"4399",1.10619089379246e+48,1,0,0
"4400",1.10621605624897e+48,0,4,0
"4401",1.10632988081123e+48,1,0,0
"4402",1.10653149457653e+48,0,3,0
"4403",1.10656371327028e+48,9,0,0
"4404",1.10675958121417e+48,1,0,0
"4405",1.10677862603199e+48,35,0,0
"4406",1.10680310436074e+48,0,0,3
"4407",1.10687849354093e+48,1,0,0
"4408",1.10710987807606e+48,1,0,0
"4409",1.10720882142541e+48,1,0,0
"4410",1.10747957004788e+48,0,1,0
"4411",1.1075888831146e+48,0,0,5
"4412",1.10800884761785e+48,0,0,1
"4413",1.10817410514737e+48,0,0,1
"4414",1.1085433429104e+48,1,0,0
"4415",1.10880262331709e+48,11,0,1
"4416",1.10890946354156e+48,0,0,1
"4417",1.10894771861064e+48,0,3,4
"4418",1.10918350035271e+48,1,0,0
"4419",1.10973467558414e+48,0,0,2
"4420",1.11038323400883e+48,0,0,1
"4421",1.11050091550062e+48,0,0,1
"4422",1.11056045544882e+48,0,1,0
"4423",1.11169257071958e+48,0,1,0
"4424",1.1118395279636e+48,13,0,0
"4425",1.11231509741653e+48,0,38,4
"4426",1.1126799967929e+48,0,1,0
"4427",1.11281622597787e+48,0,1,0
"4428",1.11299158696531e+48,0,0,1
"4429",1.11305337743147e+48,0,0,1
"4430",1.11306015807263e+48,0,0,6
"4431",1.11323865506781e+48,0,1,0
"4432",1.11361562144194e+48,0,0,2
"4433",1.11444705074059e+48,0,0,8
"4434",1.11482215074931e+48,0,0,1
"4435",1.11504104642964e+48,0,1,0
"4436",1.1150555469585e+48,0,26,0
"4437",1.11506102564433e+48,0,2,0
"4438",1.11512066989375e+48,1,0,0
"4439",1.1154151955912e+48,2,0,0
"4440",1.11546206943371e+48,0,1,0
"4441",1.11565751460275e+48,0,1,0
"4442",1.11572627078994e+48,0,0,2
"4443",1.11574937296216e+48,0,1,0
"4444",1.11583904522273e+48,0,1,0
"4445",1.11593667202812e+48,0,0,5
"4446",1.11621191972215e+48,0,0,2
"4447",1.11636640857694e+48,0,0,1
"4448",1.11690702371811e+48,0,0,2
"4449",1.11737476060994e+48,2,0,0
"4450",1.11740990110654e+48,0,1,0
"4451",1.11773559898134e+48,0,1,0
"4452",1.11873722422878e+48,0,0,1
"4453",1.11889598481511e+48,2,0,0
"4454",1.11926813225141e+48,0,0,1
"4455",1.11929780452583e+48,0,1,0
"4456",1.11935444563594e+48,1,0,0
"4457",1.11953326910827e+48,5,0,0
"4458",1.11955031231442e+48,2,0,0
"4459",1.11964015703694e+48,0,0,1
"4460",1.11966977410525e+48,0,4,0
"4461",1.12040684291937e+48,3,0,0
"4462",1.1207288809934e+48,2,0,0
"4463",1.12093400673656e+48,0,0,3
"4464",1.12102798305205e+48,0,1,0
"4465",1.12109296511114e+48,2,0,0
"4466",1.1211329465297e+48,1,0,0
"4467",1.12130516211854e+48,0,1,0
"4468",1.12169353231038e+48,0,10,0
"4469",1.12182395183705e+48,0,3,0
"4470",1.12267803072363e+48,0,0,1
"4471",1.12292878731046e+48,1,0,0
"4472",1.12301496642712e+48,1,0,0
"4473",1.12333671534636e+48,0,1,0
"4474",1.12355880626743e+48,30,0,0
"4475",1.12376480682088e+48,0,0,1
"4476",1.12412607828753e+48,0,0,2
"4477",1.12437972805077e+48,0,1,0
"4478",1.12438305155106e+48,0,3,0
"4479",1.12485383951007e+48,0,0,5
"4480",1.1249298569036e+48,0,1,0
"4481",1.12493171017096e+48,0,1,0
"4482",1.12512145114317e+48,0,1,0
"4483",1.12533123634176e+48,0,0,1
"4484",1.12547474276259e+48,0,1,0
"4485",1.12560312032124e+48,0,1,0
"4486",1.12587238404293e+48,0,1,0
"4487",1.12649247359447e+48,1,0,0
"4488",1.12701176529596e+48,0,5,0
"4489",1.12705905484383e+48,2,0,0
"4490",1.12768166045616e+48,0,0,1
"4491",1.12790401519155e+48,0,0,1
"4492",1.12796811083603e+48,0,10,0
"4493",1.12884518247562e+48,3,0,0
"4494",1.12911902148804e+48,0,1,0
"4495",1.12916809001927e+48,0,1,0
"4496",1.12925797461246e+48,0,1,0
"4497",1.12937388356506e+48,0,0,3
"4498",1.12943049996735e+48,0,1,0
"4499",1.12983117004612e+48,1,0,0
"4500",1.13003777513522e+48,0,0,1
"4501",1.13022309850815e+48,1,0,0
"4502",1.13031143711791e+48,0,1,0
"4503",1.13086517149243e+48,0,1,0
"4504",1.13110738082075e+48,0,1,0
"4505",1.13121128025005e+48,0,1,0
"4506",1.13126776194734e+48,0,0,1
"4507",1.13164860027651e+48,3,0,0
"4508",1.13234475719008e+48,0,0,2
"4509",1.13235911022912e+48,0,0,1
"4510",1.13264194888833e+48,0,1,0
"4511",1.13265611479595e+48,2,0,0
"4512",1.1330065800762e+48,1,0,0
"4513",1.13315111008606e+48,0,1,0
"4514",1.13318128017607e+48,0,1,0
"4515",1.1332757616822e+48,0,0,1
"4516",1.13352191275417e+48,0,0,1
"4517",1.13365454777831e+48,1,0,0
"4518",1.13365865416964e+48,0,0,2
"4519",1.13368276522091e+48,0,0,1
"4520",1.13386353148805e+48,3,0,0
"4521",1.13387551899653e+48,1,0,0
"4522",1.13394898251149e+48,6,0,0
"4523",1.13427550528032e+48,1,0,0
"4524",1.13448495752832e+48,0,0,1
"4525",1.13449784417117e+48,0,0,7
"4526",1.13480727590158e+48,2,0,0
"4527",1.13522665797864e+48,1,0,0
"4528",1.13557293938562e+48,35,0,0
"4529",1.13598621488609e+48,2,0,0
"4530",1.13637892146331e+48,0,0,2
"4531",1.13653123355867e+48,1,0,0
"4532",1.13710249204927e+48,6,0,0
"4533",1.1371123303867e+48,0,0,1
"4534",1.1376963123324e+48,0,1,0
"4535",1.13811288007274e+48,1,0,0
"4536",1.13817614580959e+48,0,1,0
"4537",1.13842476452397e+48,0,3,0
"4538",1.13868432119481e+48,0,0,1
"4539",1.1390209949548e+48,0,0,5
"4540",1.13943998926428e+48,0,0,1
"4541",1.13954272258418e+48,0,0,1
"4542",1.13991737047911e+48,0,0,14
"4543",1.14005942685297e+48,0,2,0
"4544",1.14072662928149e+48,0,0,5
"4545",1.14074894336466e+48,0,1,0
"4546",1.14108534192622e+48,0,0,2
"4547",1.14141137250201e+48,2,0,0
"4548",1.14171589539519e+48,1,0,0
"4549",1.14203590062384e+48,0,0,1
"4550",1.1423534728155e+48,1,0,0
"4551",1.14260014628117e+48,0,0,20
"4552",1.14307442973849e+48,2,0,0
"4553",1.14314272268347e+48,1,0,0
"4554",1.14321726124552e+48,0,0,5
"4555",1.14365137051448e+48,0,0,15
"4556",1.14368740948579e+48,0,0,1
"4557",1.14472684151432e+48,3,0,0
"4558",1.14487473813705e+48,0,1,0
"4559",1.14488273266257e+48,0,4,0
"4560",1.14511074242821e+48,1,0,0
"4561",1.14631436552454e+48,2,0,0
"4562",1.14657837319206e+48,0,0,4
"4563",1.14679065380679e+48,0,0,1
"4564",1.14692841134405e+48,0,1,0
"4565",1.14695841285043e+48,0,5,0
"4566",1.14696563042973e+48,1,0,0
"4567",1.14710495373606e+48,0,0,4
"4568",1.14722907556285e+48,6,0,0
"4569",1.14734942874265e+48,0,0,1
"4570",1.14744340733153e+48,0,1,0
"4571",1.14806295400085e+48,1,0,0
"4572",1.14822360149428e+48,1,0,0
"4573",1.14830694429354e+48,1,0,0
"4574",1.14841074968585e+48,0,0,12
"4575",1.14874545509802e+48,4,0,0
"4576",1.14883137973811e+48,0,1,0
"4577",1.14917785562623e+48,2,0,0
"4578",1.14962019915904e+48,0,1,0
"4579",1.15129995739917e+48,1,0,0
"4580",1.15135810276327e+48,0,0,1
"4581",1.15139676775433e+48,0,1,0
"4582",1.15146147639927e+48,2,0,0
"4583",1.15157920077783e+48,0,1,0
"4584",1.15200372422611e+48,1,0,0
"4585",1.15204613130934e+48,2,4,0
"4586",1.1522474543687e+48,0,1,1
"4587",1.15225017051295e+48,2,0,0
"4588",1.1526297878431e+48,0,6,0
"4589",1.15280150265303e+48,0,1,0
"4590",1.15299589383586e+48,4,0,0
"4591",1.15326766191777e+48,1,0,0
"4592",1.15350725281247e+48,1,0,0
"4593",1.15355937598454e+48,2,2,0
"4594",1.15378727258777e+48,1,0,0
"4595",1.15434891267042e+48,0,1,0
"4596",1.1545621896768e+48,0,2,0
"4597",1.15590056853309e+48,0,5,0
"4598",1.15597566419561e+48,1,0,0
"4599",1.15600194445087e+48,0,0,2
"4600",1.15604352667173e+48,0,1,0
"4601",1.1565066167119e+48,1,0,0
"4602",1.15716587715654e+48,1,0,0
"4603",1.15728303407106e+48,97,0,0
"4604",1.15816837848357e+48,0,1,0
"4605",1.15823549597531e+48,0,0,2
"4606",1.15852866517899e+48,0,1,0
"4607",1.15883956871933e+48,0,0,5
"4608",1.15915885196129e+48,0,0,1
"4609",1.15933273152911e+48,0,3,0
"4610",1.15954318333195e+48,0,2,0
"4611",1.16001183700094e+48,0,0,2
"4612",1.16021417951653e+48,0,1,0
"4613",1.16067710680841e+48,1,0,0
"4614",1.16070346035635e+48,0,0,5
"4615",1.16095368422946e+48,1,0,0
"4616",1.1610640539593e+48,0,0,1
"4617",1.16120659089375e+48,1,0,0
"4618",1.16128110625126e+48,1,0,0
"4619",1.16166108497154e+48,0,1,0
"4620",1.16206479313304e+48,0,0,1
"4621",1.16211222101436e+48,0,0,1
"4622",1.16235438595255e+48,0,0,1
"4623",1.16241379694626e+48,1,0,0
"4624",1.16309254877425e+48,0,0,3
"4625",1.1631565704461e+48,0,1,0
"4626",1.1633951899956e+48,0,5,0
"4627",1.16372025600785e+48,1,0,0
"4628",1.16401200244314e+48,0,2,0
"4629",1.16429191337634e+48,2,0,0
"4630",1.16463911128988e+48,1,0,0
"4631",1.16470933606419e+48,9,0,3
"4632",1.16485890037426e+48,0,0,1
"4633",1.16495550008098e+48,1,0,0
"4634",1.16513455217896e+48,1,0,0
"4635",1.16518203556271e+48,1,0,0
"4636",1.16536046175476e+48,0,1,0
"4637",1.1653977640479e+48,0,4,0
"4638",1.16565144748729e+48,0,0,1
"4639",1.16606748045143e+48,0,0,10
"4640",1.16625075473448e+48,0,0,3
"4641",1.16662799045228e+48,2,0,0
"4642",1.16663589125675e+48,0,1,0
"4643",1.16705565665634e+48,1,0,0
"4644",1.1673105012761e+48,4,0,0
"4645",1.16767084776648e+48,0,1,0
"4646",1.16783956943846e+48,1,0,0
"4647",1.1683871375208e+48,2,0,0
"4648",1.16943739047357e+48,1,0,0
"4649",1.17020137187014e+48,0,1,0
"4650",1.17071832367003e+48,1,0,0
"4651",1.17096029312409e+48,1,0,0
"4652",1.17135426706697e+48,0,0,2
"4653",1.17188900480397e+48,0,4,0
"4654",1.17206922660709e+48,0,1,0
"4655",1.17267268066304e+48,0,0,9
"4656",1.17275500159085e+48,1,0,0
"4657",1.17315793004433e+48,0,1,0
"4658",1.17316766098711e+48,5,0,0
"4659",1.17400766575591e+48,1,0,0
"4660",1.17429708655803e+48,0,0,2
"4661",1.17463769368142e+48,0,2,0
"4662",1.17516822597412e+48,1,0,0
"4663",1.17546598187099e+48,35,0,0
"4664",1.17602759061293e+48,0,1,0
"4665",1.17616432496689e+48,1,0,0
"4666",1.17637846172965e+48,0,1,0
"4667",1.17646330808266e+48,1,0,0
"4668",1.17694546536296e+48,0,0,3
"4669",1.17696663745338e+48,2,0,0
"4670",1.17722981951871e+48,0,0,5
"4671",1.17723088461167e+48,6,0,0
"4672",1.1772441311328e+48,0,3,0
"4673",1.17739864443991e+48,0,3,0
"4674",1.17759435229321e+48,137,0,0
"4675",1.17789555268389e+48,0,1,0
"4676",1.1779395893317e+48,2,0,0
"4677",1.17819713356496e+48,0,2,0
"4678",1.17858942363236e+48,0,0,2
"4679",1.17864688681247e+48,1,0,0
"4680",1.17888487944893e+48,1,0,0
"4681",1.17889210790023e+48,0,6,0
"4682",1.17932922061379e+48,0,0,1
"4683",1.17973948507416e+48,0,1,0
"4684",1.17978130910941e+48,0,1,0
"4685",1.18001725599056e+48,0,1,0
"4686",1.18012491889133e+48,0,0,2
"4687",1.18153578604029e+48,0,0,2
"4688",1.18180291024925e+48,0,2,0
"4689",1.18200351581297e+48,0,0,4
"4690",1.18223969074178e+48,0,1,0
"4691",1.18231999515677e+48,1,0,0
"4692",1.18243106943532e+48,1,0,0
"4693",1.18244104299218e+48,0,0,3
"4694",1.18247335038242e+48,0,28,0
"4695",1.1827233917264e+48,1,0,0
"4696",1.18297712706063e+48,0,0,1
"4697",1.1830777760332e+48,1,0,0
"4698",1.18361547474072e+48,1,11,0
"4699",1.18398129065056e+48,0,0,4
"4700",1.18413677457483e+48,1,0,0
"4701",1.18446487876486e+48,2,0,0
"4702",1.184729562933e+48,1,0,0
"4703",1.18487751422017e+48,0,6,0
"4704",1.18543617219027e+48,0,0,2
"4705",1.18599193452726e+48,1,0,0
"4706",1.18641892255441e+48,1,0,0
"4707",1.18659506511093e+48,0,1,0
"4708",1.18662459633824e+48,0,2,0
"4709",1.18676176828733e+48,0,3,0
"4710",1.18718072256068e+48,0,0,1
"4711",1.18725332401776e+48,0,0,3
"4712",1.18733662762338e+48,0,1,0
"4713",1.1873524334739e+48,1,0,0
"4714",1.18755140032575e+48,0,1,0
"4715",1.18763755432841e+48,0,0,2
"4716",1.18831433263274e+48,2,0,0
"4717",1.18842658158977e+48,1,0,0
"4718",1.18919016723667e+48,0,0,1
"4719",1.1893003132987e+48,0,3,0
"4720",1.19026304746084e+48,0,13,0
"4721",1.19042045504626e+48,0,2,0
"4722",1.19052753705652e+48,0,0,2
"4723",1.19075010016172e+48,0,0,1
"4724",1.19169808888425e+48,0,1,3
"4725",1.19170371557963e+48,0,0,1
"4726",1.19197608416736e+48,0,1,0
"4727",1.19197927654377e+48,0,1,0
"4728",1.19198043885713e+48,1,0,0
"4729",1.19219356867431e+48,0,3,0
"4730",1.19219363300437e+48,0,0,2
"4731",1.192359836773e+48,6,0,0
"4732",1.19258358424745e+48,0,1,0
"4733",1.19277234855829e+48,1,0,0
"4734",1.19300353001189e+48,0,1,0
"4735",1.19345737188377e+48,0,2,0
"4736",1.19352799653029e+48,1,0,0
"4737",1.19368118719142e+48,0,0,16
"4738",1.19390763783409e+48,0,1,0
"4739",1.19395613901644e+48,0,3,0
"4740",1.19413749620451e+48,1,0,0
"4741",1.19425752496008e+48,1,0,0
"4742",1.19429330379302e+48,0,12,0
"4743",1.19437845091474e+48,0,0,1
"4744",1.1944457323111e+48,1,0,0
"4745",1.19448770906052e+48,0,1,0
"4746",1.1945659740332e+48,1,0,0
"4747",1.19464979630621e+48,2,0,0
"4748",1.19466080628634e+48,0,1,0
"4749",1.19474092862777e+48,0,0,3
"4750",1.19474429393239e+48,0,0,3
"4751",1.19503759550924e+48,0,0,3
"4752",1.19534884082632e+48,0,3,0
"4753",1.19553489187416e+48,0,1,0
"4754",1.19588467206444e+48,3,0,0
"4755",1.19727457571459e+48,0,1,0
"4756",1.19748978804753e+48,0,6,0
"4757",1.19817221036207e+48,1,0,0
"4758",1.19860858397136e+48,0,0,1
"4759",1.19865533486671e+48,0,1,0
"4760",1.19870358582758e+48,0,3,0
"4761",1.19978621792013e+48,0,1,0
"4762",1.19981522139832e+48,0,1,0
"4763",1.20020695880652e+48,0,1,0
"4764",1.20025912203077e+48,4,0,0
"4765",1.2005202083148e+48,0,1,0
"4766",1.20081361406229e+48,0,2,0
"4767",1.20084265801834e+48,0,1,0
"4768",1.20122922939018e+48,1,0,9
"4769",1.20172261646511e+48,1,0,0
"4770",1.20208257245371e+48,8,0,0
"4771",1.20267753101016e+48,0,1,0
"4772",1.2027957586691e+48,1,0,0
"4773",1.20373227840602e+48,0,1,0
"4774",1.20422042170251e+48,2,0,0
"4775",1.20450156481347e+48,6,1,0
"4776",1.20454655535641e+48,0,1,0
"4777",1.20457065166937e+48,0,0,6
"4778",1.20459347953827e+48,0,1,0
"4779",1.2048745706152e+48,0,0,3
"4780",1.20517608155595e+48,0,0,3
"4781",1.2054653121563e+48,1,0,0
"4782",1.2055037645762e+48,1,0,0
"4783",1.20555589033098e+48,0,0,1
"4784",1.20564017867676e+48,0,0,2
"4785",1.20645618841341e+48,1,0,0
"4786",1.20652702787133e+48,0,0,1
"4787",1.20659822461584e+48,2,0,0
"4788",1.20716388547751e+48,0,0,1
"4789",1.20717582600462e+48,0,1,0
"4790",1.20734872295652e+48,0,1,0
"4791",1.20760378069413e+48,2,0,0
"4792",1.20768059563206e+48,1,0,4
"4793",1.20788587611674e+48,0,0,3
"4794",1.20820928098028e+48,0,0,1
"4795",1.20851868299359e+48,0,1,0
"4796",1.20929254617029e+48,0,4,0
"4797",1.2097486020146e+48,0,0,9
"4798",1.21021387237068e+48,1,0,0
"4799",1.21041562269158e+48,0,0,1
"4800",1.2104570594473e+48,0,1,0
"4801",1.21052910062178e+48,0,0,1
"4802",1.21077373167909e+48,0,0,3
"4803",1.21102591027068e+48,0,0,3
"4804",1.21103191524834e+48,2,0,0
"4805",1.21111429935061e+48,0,1,0
"4806",1.21144991829199e+48,1,0,0
"4807",1.2117085705614e+48,2,0,0
"4808",1.21184260109736e+48,2,0,1
"4809",1.21205801779909e+48,0,1,0
"4810",1.21233987638229e+48,2,0,0
"4811",1.21277077152528e+48,1,0,0
"4812",1.2136219529166e+48,0,1,0
"4813",1.21389578087496e+48,0,0,2
"4814",1.2139998966294e+48,0,1,0
"4815",1.21414482084336e+48,0,0,14
"4816",1.21454542859154e+48,0,4,0
"4817",1.21507060239054e+48,0,0,1
"4818",1.2152226123508e+48,0,0,2
"4819",1.21568874232406e+48,1,0,0
"4820",1.21610598831072e+48,0,4,2
"4821",1.21651916944638e+48,0,1,0
"4822",1.21689722033274e+48,0,1,0
"4823",1.21690082798901e+48,4,0,0
"4824",1.2170851172634e+48,1,0,0
"4825",1.21726970055561e+48,0,0,1
"4826",1.21845733687075e+48,0,1,0
"4827",1.21888710546992e+48,0,1,0
"4828",1.21952713448595e+48,0,1,0
"4829",1.21966726296634e+48,0,0,3
"4830",1.22023810861414e+48,11,0,0
"4831",1.22024947478746e+48,0,0,1
"4832",1.22027820005107e+48,1,0,0
"4833",1.22070307861098e+48,0,0,1
"4834",1.22107182349118e+48,1,0,0
"4835",1.22137507131477e+48,1,0,0
"4836",1.22167175962531e+48,3,4,0
"4837",1.22186496296277e+48,1,0,0
"4838",1.22261271943077e+48,0,2,0
"4839",1.22319970861514e+48,0,2,0
"4840",1.22341349393448e+48,1,0,0
"4841",1.22349008622149e+48,4,0,0
"4842",1.2235182553848e+48,0,2,0
"4843",1.22353244685491e+48,2,0,0
"4844",1.2237177729599e+48,1,0,0
"4845",1.2240935077105e+48,0,0,2
"4846",1.22425317502835e+48,0,0,2
"4847",1.22433216219762e+48,1,0,0
"4848",1.2243853076185e+48,0,1,0
"4849",1.22509117751287e+48,0,0,1
"4850",1.22534078331706e+48,3,0,0
"4851",1.22560389624734e+48,0,0,2
"4852",1.22581114094604e+48,9,0,0
"4853",1.22615324827685e+48,1,0,0
"4854",1.22621574466298e+48,0,1,0
"4855",1.22648642950906e+48,1,2,2
"4856",1.22664227883429e+48,0,1,0
"4857",1.22672060930272e+48,0,1,0
"4858",1.22673320768259e+48,0,0,3
"4859",1.22677705500043e+48,0,1,0
"4860",1.22680635766846e+48,1,0,0
"4861",1.22688958288289e+48,0,0,4
"4862",1.22793950720923e+48,0,1,0
"4863",1.22806664997485e+48,0,1,0
"4864",1.22822174216896e+48,0,1,0
"4865",1.22830784881274e+48,0,0,1
"4866",1.2285406981939e+48,0,1,0
"4867",1.22854161893364e+48,0,1,0
"4868",1.22868819619209e+48,0,4,0
"4869",1.22931286851073e+48,3,0,0
"4870",1.22963473971264e+48,0,1,0
"4871",1.22969365441479e+48,0,3,0
"4872",1.23068861699607e+48,1,0,0
"4873",1.23097209857195e+48,0,1,0
"4874",1.23129554742135e+48,0,1,0
"4875",1.23163570850056e+48,1,0,0
"4876",1.23170574048816e+48,1,0,0
"4877",1.2318500190143e+48,1,0,0
"4878",1.23219857132786e+48,2,0,0
"4879",1.23230831190893e+48,0,1,0
"4880",1.23231077459972e+48,0,1,0
"4881",1.2324518559454e+48,0,0,14
"4882",1.23257316305496e+48,2,0,0
"4883",1.23320686592661e+48,2,0,0
"4884",1.23342793670464e+48,0,0,1
"4885",1.23355856693078e+48,3,0,0
"4886",1.23366162213262e+48,0,0,7
"4887",1.23426152425849e+48,0,1,0
"4888",1.23445485155523e+48,0,1,0
"4889",1.23456511544952e+48,0,0,1
"4890",1.23493552326465e+48,0,1,0
"4891",1.23494539584753e+48,0,3,0
"4892",1.23510671250786e+48,0,1,0
"4893",1.23511357820951e+48,0,0,1
"4894",1.2351716502517e+48,0,0,12
"4895",1.23555742672796e+48,0,0,2
"4896",1.23561509456712e+48,0,1,0
"4897",1.23661110320892e+48,0,0,4
"4898",1.23692072548516e+48,0,0,2
"4899",1.23698529323667e+48,1,0,0
"4900",1.23716060413071e+48,0,1,0
"4901",1.23721940080778e+48,2,0,0
"4902",1.23724686616431e+48,0,0,1
"4903",1.23737740958137e+48,0,0,1
"4904",1.23760814929596e+48,0,1,0
"4905",1.23795844728349e+48,0,0,3
"4906",1.23798812423975e+48,0,1,0
"4907",1.23804321035182e+48,0,0,2
"4908",1.23810841820715e+48,0,1,0
"4909",1.2383163412774e+48,0,0,9
"4910",1.23915177881964e+48,0,0,15
"4911",1.23925883240935e+48,35,0,0
"4912",1.2394748833032e+48,0,0,6
"4913",1.23961391539151e+48,0,1,0
"4914",1.23966336418838e+48,0,0,1
"4915",1.23978040854852e+48,0,2,6
"4916",1.24012506122802e+48,0,0,1
"4917",1.24013706493615e+48,1,0,0
"4918",1.24013737939611e+48,0,4,0
"4919",1.24037201128129e+48,1,0,0
"4920",1.24055978690476e+48,10,886,297
"4921",1.24058911295053e+48,0,7,0
"4922",1.2407853428148e+48,2,0,0
"4923",1.24114948353565e+48,0,0,2
"4924",1.24125421467335e+48,0,2,0
"4925",1.24138590515428e+48,1,0,0
"4926",1.24199031660346e+48,0,0,2
"4927",1.24223579573737e+48,0,0,1
"4928",1.2422840181329e+48,0,2,0
"4929",1.24236940504508e+48,0,0,1
"4930",1.24268135692919e+48,0,0,1
"4931",1.24273145965704e+48,0,7,0
"4932",1.24294319611965e+48,0,1,0
"4933",1.24298434180199e+48,0,1,0
"4934",1.2432675122706e+48,0,1,0
"4935",1.24347612342606e+48,3,0,0
"4936",1.24365803780988e+48,0,1,0
"4937",1.24428951175488e+48,0,1,0
"4938",1.24434767815092e+48,0,1,0
"4939",1.24449858361084e+48,1,0,0
"4940",1.24457096349146e+48,0,0,2
"4941",1.24480367055585e+48,0,0,18
"4942",1.244885453094e+48,1,0,0
"4943",1.24526418453538e+48,0,0,1
"4944",1.24547415723811e+48,0,1,0
"4945",1.24554978766855e+48,0,2,0
"4946",1.24562803886888e+48,0,0,2
"4947",1.24628166474557e+48,1,0,0
"4948",1.24657081649695e+48,0,2,0
"4949",1.2469501849348e+48,0,2,0
"4950",1.24699440347989e+48,0,1,0
"4951",1.24732060281507e+48,0,0,1
"4952",1.24739758567215e+48,0,0,1
"4953",1.24773644784097e+48,1,0,0
"4954",1.24791921173988e+48,0,2,0
"4955",1.2479915311677e+48,1,0,0
"4956",1.24827653004752e+48,1,0,0
"4957",1.24881854261843e+48,0,1,0
"4958",1.24924229792794e+48,0,1,0
"4959",1.24949017913664e+48,0,0,1
"4960",1.24966291966682e+48,0,0,1
"4961",1.24969300263056e+48,2,0,0
"4962",1.24982919942246e+48,0,1,0
"4963",1.24985485081043e+48,0,6,0
"4964",1.24993053276429e+48,2,0,0
"4965",1.25010961279984e+48,35,0,0
"4966",1.25039723776419e+48,0,4,0
"4967",1.25131492815992e+48,2,0,0
"4968",1.25143037535593e+48,2,0,0
"4969",1.2516704726523e+48,0,0,1
"4970",1.25179232651115e+48,4,0,0
"4971",1.25184380570057e+48,0,1,0
"4972",1.2524027614355e+48,6,0,0
"4973",1.25250886277338e+48,2,0,0
"4974",1.25256658065973e+48,0,0,2
"4975",1.2526364662513e+48,0,0,1
"4976",1.25293884439989e+48,0,3,0
"4977",1.25386425138208e+48,0,0,2
"4978",1.25396637324636e+48,1,0,0
"4979",1.25449035606542e+48,32,0,0
"4980",1.25498786863313e+48,1,0,0
"4981",1.25522845563777e+48,0,1,0
"4982",1.25529738325407e+48,0,6,0
"4983",1.25533878471972e+48,0,1,0
"4984",1.25560306641406e+48,0,1,0
"4985",1.25595833637113e+48,0,0,1
"4986",1.25631068423753e+48,0,1,0
"4987",1.2564748818477e+48,1,0,0
"4988",1.2568255815099e+48,0,2,0
"4989",1.25706926551949e+48,0,0,5
"4990",1.25707940363421e+48,0,0,2
"4991",1.257919462199e+48,0,1,0
"4992",1.25792436215458e+48,0,0,1
"4993",1.25821117528154e+48,3,0,0
"4994",1.25827134891445e+48,0,0,2
"4995",1.25838696025491e+48,0,1,0
"4996",1.25848073795677e+48,2,0,0
"4997",1.25849726735904e+48,0,1,0
"4998",1.25923261733122e+48,0,1,0
"4999",1.25934848706847e+48,0,1,0
"5000",1.25945093958395e+48,2,0,0
"5001",1.25949009423551e+48,1,0,0
"5002",1.25958092642813e+48,0,0,1
"5003",1.25995251479398e+48,1,0,0
"5004",1.25999494096122e+48,0,1,0
"5005",1.260035083511e+48,40,0,0
"5006",1.26054027228424e+48,0,1,0
"5007",1.26058332027155e+48,4,0,0
"5008",1.26066640475894e+48,0,0,10
"5009",1.26091316305983e+48,0,1,0
"5010",1.261040867722e+48,1,0,0
"5011",1.2613294299018e+48,0,4,0
"5012",1.26179697476588e+48,0,1,0
"5013",1.26222500741151e+48,1,0,0
"5014",1.26227221123769e+48,1,0,0
"5015",1.26231051358671e+48,126,84,0
"5016",1.2625500831693e+48,17,0,0
"5017",1.26443375391058e+48,0,3,0
"5018",1.26462933303638e+48,3,0,0
"5019",1.26470751249179e+48,1,0,0
"5020",1.26526014784376e+48,0,0,1
"5021",1.26547315924315e+48,0,0,1
"5022",1.26560389579705e+48,0,1,0
"5023",1.26600543793779e+48,0,1,0
"5024",1.26633993904445e+48,0,0,6
"5025",1.26639509207722e+48,1,0,0
"5026",1.26647203895254e+48,0,0,3
"5027",1.26676850247229e+48,0,1,0
"5028",1.26685998985709e+48,7,0,0
"5029",1.26716188383296e+48,0,0,3
"5030",1.26734411188997e+48,0,0,2
